Rk,Name,Age,Tm,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Name-additional,no_accent_names,clean_end,no_period,clean_name
11,Jes£sÿAguilar,28,MIL,149,566,20,-3,-2,8,-7,17,1.6,18,36,3.4,0.512,0.511,2.7,0,28,aguilje01,JesusÿAguilar,JesusÿAguilar,JesusÿAguilar,jesusaguilar
12,NickÿAhmed,28,ARI,153,564,-11,0,0,28,7,24,2.3,18,42,4.1,0.517,0.516,1.2,3.7,14,ahmedni01,NickÿAhmed,NickÿAhmed,NickÿAhmed,nickahmed
13,MattÿAlbers*,35,MIL,31,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,alberma01,MattÿAlbers*,MattÿAlbers,MattÿAlbers,mattalbers
14,HanserÿAlberto,25,TEX,13,30,-3,-1,0,-1,0,-4,-0.4,1,-3,-0.3,0.47,0.498,-0.2,0,-2,alberha01,HanserÿAlberto,HanserÿAlberto,HanserÿAlberto,hanseralberto
15,OzzieÿAlbies#,21,ATL,158,684,1,3,0,13,4,22,2,22,43,4.1,0.515,0.514,2.9,1.7,30,albieoz01,OzzieÿAlbies#,OzzieÿAlbies,OzzieÿAlbies,ozziealbies
16,SandyÿAlc ntara,22,MIA,6,13,-3,0,0,0,2,-1,-0.1,0,-1,-0.1,0.489,0.5,-0.1,0,-1,alcansa01,SandyÿAlcantara,SandyÿAlcantara,SandyÿAlcantara,sandyalcantara
17,VictorÿAlc ntara,25,DET,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,alcanvi01,VictorÿAlcantara,VictorÿAlcantara,VictorÿAlcantara,victoralcantara
18,ScottÿAlexander*,28,LAD,67,6,-2,0,0,0,1,-1,-0.1,0,-1,-0.1,0.499,0.5,-0.1,-0.1,-1,alexasc02,ScottÿAlexander*,ScottÿAlexander,ScottÿAlexander,scottalexander
19,JorgeÿAlfaro,25,PHI,108,377,-2,-1,1,0,7,5,0.4,12,18,1.6,0.505,0.503,1.7,0.6,18,alfarjo01,JorgeÿAlfaro,JorgeÿAlfaro,JorgeÿAlfaro,jorgealfaro
20,AnthonyÿAlford,23,TOR,13,21,-2,1,0,-1,-1,-3,-0.3,1,-2,-0.2,0.477,0.498,-0.1,-0.1,-1,alforan01,AnthonyÿAlford,AnthonyÿAlford,AnthonyÿAlford,anthonyalford
21,KolbyÿAllard*,20,ATL,3,3,4,0,0,0,0,4,0.4,0,4,0.4,0.626,0.502,0.4,0,4,allarko01,KolbyÿAllard*,KolbyÿAllard,KolbyÿAllard,kolbyallard
22,CodyÿAllen,29,CLE,4,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,allenco01,CodyÿAllen,CodyÿAllen,CodyÿAllen,codyallen
23,GregÿAllen#,25,CLE,91,291,-8,3,0,-4,1,-8,-0.6,10,3,0.4,0.492,0.495,0.7,-0.2,7,allengr01,GregÿAllen#,GregÿAllen,GregÿAllen,gregallen
24,AbrahamÿAlmonte#,29,KCR,50,151,-9,-1,-1,-2,0,-12,-1.2,5,-7,-0.7,0.474,0.492,-0.5,-0.1,-5,almonab01,AbrahamÿAlmonte#,AbrahamÿAlmonte,AbrahamÿAlmonte,abrahamalmonte
26,YencyÿAlmonte,24,COL,14,1,0,0,0,0,0,0,0,0,0,0,0.499,0.5,0,0,0,almonye01,YencyÿAlmonte,YencyÿAlmonte,YencyÿAlmonte,yencyalmonte
27,AlbertÿAlmora,24,CHC,152,479,-8,1,1,12,3,8,0.7,16,24,2.2,0.506,0.505,1,1.4,12,almoral01,AlbertÿAlmora,AlbertÿAlmora,AlbertÿAlmora,albertalmora
28,YonderÿAlonso*,31,CLE,145,574,-3,0,-1,3,-7,-7,-0.5,21,13,1.5,0.495,0.495,1,-0.3,10,alonsyo01,YonderÿAlonso*,YonderÿAlonso,YonderÿAlonso,yonderalonso
30,AaronÿAltherr,27,PHI,105,285,-11,-1,-2,-1,-2,-16,-1.9,9,-7,-1,0.483,0.489,-0.8,-0.5,-6,altheaa01,AaronÿAltherr,AaronÿAltherr,AaronÿAltherr,aaronaltherr
31,JoseÿAltuve,28,HOU,137,599,22,2,-1,2,3,28,3.1,21,49,5.1,0.521,0.518,4.8,0.7,47,altuvjo01,JoseÿAltuve,JoseÿAltuve,JoseÿAltuve,josealtuve
32,Jos‚ÿAlvarado*,23,TBR,6,0,0,0,0,0,0,0,0,0,0,0,0.499,0.5,0,0,0,alvarjo03,JoseÿAlvarado*,JoseÿAlvarado,JoseÿAlvarado,josealvarado
33,Jos‚ÿ?lvarez*,29,LAA,5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,alvarjo02,JoseÿAlvarez*,JoseÿAlvarez,JoseÿAlvarez,josealvarez
34,Pedroÿ?lvarez*,31,BAL,45,127,-1,0,1,-3,-3,-7,-0.6,5,-2,-0.2,0.485,0.496,0.1,-0.5,1,alvarpe01,PedroÿAlvarez*,PedroÿAlvarez,PedroÿAlvarez,pedroalvarez
35,BrettÿAnderson*,30,OAK,2,4,0,0,0,0,1,0,0,0,0,0,0.505,0.5,0,0,0,anderbr04,BrettÿAnderson*,BrettÿAnderson,BrettÿAnderson,brettanderson
36,BrianÿAnderson,25,MIA,156,670,14,1,0,-2,-2,11,0.9,21,32,3,0.508,0.507,3.4,-0.6,34,anderbr06,BrianÿAnderson,BrianÿAnderson,BrianÿAnderson,briananderson
37,ChaseÿAnderson,30,MIL,28,49,-10,-1,1,0,8,-2,-0.3,0,-2,-0.3,0.492,0.499,-0.3,0,-2,anderch01,ChaseÿAnderson,ChaseÿAnderson,ChaseÿAnderson,chaseanderson
38,DrewÿAnderson,24,PHI,5,4,-1,0,0,0,1,-1,-0.1,0,-1,-0.1,0.49,0.5,-0.1,0,-1,anderdr02,DrewÿAnderson,DrewÿAnderson,DrewÿAnderson,drewanderson
39,JustinÿAnderson*,25,LAA,6,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,anderju01,JustinÿAnderson*,JustinÿAnderson,JustinÿAnderson,justinanderson
40,TannerÿAnderson,25,PIT,6,1,0,0,0,0,0,0,0,0,0,0,0.498,0.5,0,0,0,anderta01,TannerÿAnderson,TannerÿAnderson,TannerÿAnderson,tanneranderson
41,TimÿAnderson,25,CHW,153,606,-9,3,-1,12,8,14,1.7,22,35,3.7,0.509,0.509,2.3,2.3,23,anderti01,TimÿAnderson,TimÿAnderson,TimÿAnderson,timanderson
42,TylerÿAnderson*,28,COL,32,60,-10,0,0,0,9,-1,-0.1,0,-1,-0.1,0.498,0.5,-0.1,0,-1,anderty01,TylerÿAnderson*,TylerÿAnderson,TylerÿAnderson,tyleranderson
43,JohnÿAndreoli,28,2TM,26,67,-4,1,0,0,-1,-4,-0.3,2,-1,-0.1,0.486,0.497,-0.1,-0.1,-1,andrejo03,JohnÿAndreoli,JohnÿAndreoli,JohnÿAndreoli,johnandreoli
44,MattÿAndriese,28,2TM,16,1,0,0,0,0,0,0,0,0,0,0,0.499,0.5,0,0,0,andrima01,MattÿAndriese,MattÿAndriese,MattÿAndriese,mattandriese
45,ElvisÿAndrus,29,TEX,97,428,-8,1,-1,3,5,1,0.3,15,15,1.7,0.501,0.5,1.2,1,12,andruel01,ElvisÿAndrus,ElvisÿAndrus,ElvisÿAndrus,elvisandrus
46,MiguelÿAndujar,23,NYY,149,606,24,0,1,-21,2,6,0.8,22,28,2.9,0.504,0.504,4.9,-1.8,49,andujmi01,MiguelÿAndujar,MiguelÿAndujar,MiguelÿAndujar,miguelandujar
47,AristidesÿAquino,24,CIN,1,1,0,0,0,0,0,-1,-0.1,0,-1,-0.1,0.441,0.5,-0.1,0,0,aquinar01,AristidesÿAquino,AristidesÿAquino,AristidesÿAquino,aristidesaquino
48,V¡ctorÿArano,23,PHI,58,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,-0.1,0,aranovi01,VictorÿArano,VictorÿArano,VictorÿArano,victorarano
50,ChrisÿArcher,29,2TM,9,17,-3,0,0,0,3,0,-0.1,0,0,-0.1,0.496,0.5,0,0,0,archech01,ChrisÿArcher,ChrisÿArcher,ChrisÿArcher,chrisarcher
51,FranciscoÿArcia*,28,LAA,40,106,-4,0,0,-1,2,-3,-0.3,4,0,0,0.491,0.498,0.1,0.1,1,arciafr01,FranciscoÿArcia*,FranciscoÿArcia,FranciscoÿArcia,franciscoarcia
52,OrlandoÿArcia,23,MIL,119,366,-19,1,0,7,5,-6,-0.8,12,6,0.4,0.495,0.496,-0.3,1.2,-1,arciaor01,OrlandoÿArcia,OrlandoÿArcia,OrlandoÿArcia,orlandoarcia
53,NolanÿArenado,27,COL,156,673,28,1,-1,12,3,43,4.3,21,64,6.4,0.529,0.528,5.2,1.5,52,arenano01,NolanÿArenado,NolanÿArenado,NolanÿArenado,nolanarenado
54,ShawnÿArmstrong,27,SEA,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,armstsh01,ShawnÿArmstrong,ShawnÿArmstrong,ShawnÿArmstrong,shawnarmstrong
55,JakeÿArrieta,32,PHI,28,50,-6,0,0,0,8,2,0.1,0,2,0.1,0.506,0.501,0.2,0,2,arrieja01,JakeÿArrieta,JakeÿArrieta,JakeÿArrieta,jakearrieta
56,ChristianÿArroyo,23,TBR,20,59,1,0,0,-2,0,-1,-0.1,2,1,0.1,0.496,0.499,0.3,-0.2,3,arroych01,ChristianÿArroyo,ChristianÿArroyo,ChristianÿArroyo,christianarroyo
57,AlecÿAsher,26,MIL,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,asheral01,AlecÿAsher,AlecÿAsher,AlecÿAsher,alecasher
58,WilliansÿAstudillo,26,MIN,29,97,4,-1,0,0,1,4,0.5,3,8,0.8,0.516,0.503,0.8,0.1,8,astudwi01,WilliansÿAstudillo,WilliansÿAstudillo,WilliansÿAstudillo,williansastudillo
59,CarlosÿAsuaje*,26,SDP,79,218,-10,-1,1,1,1,-7,-0.9,7,0,-0.2,0.49,0.495,-0.2,0.2,-1,asuajca01,CarlosÿAsuaje*,CarlosÿAsuaje,CarlosÿAsuaje,carlosasuaje
60,TylerÿAustin,26,2TM,69,268,0,-1,1,1,-5,-4,-0.3,10,6,0.6,0.494,0.499,0.5,-0.3,5,austity01,TylerÿAustin,TylerÿAustin,TylerÿAustin,tyleraustin
61,AbiatalÿAvelino,23,SFG,6,11,-1,0,0,0,0,0,0,0,0,0,0.493,0.5,0,0,0,aveliab01,AbiatalÿAvelino,AbiatalÿAvelino,AbiatalÿAvelino,abiatalavelino
62,AlexÿAvila*,31,ARI,80,234,-11,0,0,2,4,-6,-0.7,8,2,0,0.492,0.496,-0.1,0.5,0,avilaal01,AlexÿAvila*,AlexÿAvila,AlexÿAvila,alexavila
63,LuisÿAvil n*,28,2TM,14,1,0,0,0,0,0,0,0,0,0,0,0.499,0.5,0,0,0,avilalu01,LuisÿAvilan*,LuisÿAvilan,LuisÿAvilan,luisavilan
64,JohnÿAxford,35,2TM,6,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,axforjo01,JohnÿAxford,JohnÿAxford,JohnÿAxford,johnaxford
65,HarrisonÿBader,24,STL,138,427,2,1,1,16,0,20,2,14,34,3.4,0.516,0.513,1.7,1.6,18,baderha01,HarrisonÿBader,HarrisonÿBader,HarrisonÿBader,harrisonbader
66,JavierÿB ez,25,CHC,160,645,25,1,2,10,7,44,4.4,21,65,6.4,0.529,0.529,5.5,1.6,55,baezja01,JavierÿBaez,JavierÿBaez,JavierÿBaez,javierbaez
67,PedroÿB ez,30,LAD,53,4,-1,0,0,0,1,0,-0.1,0,0,-0.1,0.499,0.5,-0.1,-0.1,0,baezpe01,PedroÿBaez,PedroÿBaez,PedroÿBaez,pedrobaez
68,SandyÿB ez,24,DET,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,baezsa01,SandyÿBaez,SandyÿBaez,SandyÿBaez,sandybaez
69,HomerÿBailey,32,CIN,19,34,-6,0,0,0,5,-1,-0.1,0,-1,-0.1,0.497,0.5,-0.1,0,-1,baileho02,HomerÿBailey,HomerÿBailey,HomerÿBailey,homerbailey
71,JettÿBandy,28,MIL,24,71,-5,0,0,-1,1,-5,-0.5,2,-2,-0.3,0.48,0.497,-0.2,0,-1,bandyje01,JettÿBandy,JettÿBandy,JettÿBandy,jettbandy
72,JohnnyÿBarbato,25,DET,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,barbajo01,JohnnyÿBarbato,JohnnyÿBarbato,JohnnyÿBarbato,johnnybarbato
75,AustinÿBarnes,28,LAD,100,238,-6,-1,0,2,4,-1,-0.2,8,7,0.6,0.499,0.5,0.4,0.6,5,barneau01,AustinÿBarnes,AustinÿBarnes,AustinÿBarnes,austinbarnes
76,BrandonÿBarnes,32,CLE,19,21,0,0,0,0,0,-1,-0.1,1,0,0,0.497,0.5,0,0,0,barnebr02,BrandonÿBarnes,BrandonÿBarnes,BrandonÿBarnes,brandonbarnes
77,DannyÿBarnes*,28,TOR,3,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,barneda02,DannyÿBarnes*,DannyÿBarnes,DannyÿBarnes,dannybarnes
78,JacobÿBarnes,28,MIL,46,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,barneja01,JacobÿBarnes,JacobÿBarnes,JacobÿBarnes,jacobbarnes
79,MattÿBarnes,28,BOS,4,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,barnema01,MattÿBarnes,MattÿBarnes,MattÿBarnes,mattbarnes
80,TonyÿBarnette,34,TEX,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,barneto01,TonyÿBarnette,TonyÿBarnette,TonyÿBarnette,tonybarnette
81,TuckerÿBarnhart*,27,CIN,138,522,-9,-4,-1,1,7,-6,-0.9,17,11,0.8,0.495,0.496,0.8,0.8,10,barnhtu01,TuckerÿBarnhart*,TuckerÿBarnhart,TuckerÿBarnhart,tuckerbarnhart
82,StevenÿBaron,27,STL,2,5,-1,0,0,0,0,-1,-0.1,0,0,0,0.472,0.5,0,0,0,baronst01,StevenÿBaron,StevenÿBaron,StevenÿBaron,stevenbaron
83,KyleÿBarraclough,28,MIA,56,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,-0.1,0,barraky01,KyleÿBarraclough,KyleÿBarraclough,KyleÿBarraclough,kylebarraclough
84,FranklinÿBarreto,22,OAK,32,75,-1,-1,0,0,1,-1,-0.1,3,1,0.1,0.495,0.499,0.1,0.1,1,barrefr02,FranklinÿBarreto,FranklinÿBarreto,FranklinÿBarreto,franklinbarreto
85,JakeÿBarrett,26,ARI,7,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,barreja01,JakeÿBarrett,JakeÿBarrett,JakeÿBarrett,jakebarrett
86,JaimeÿBarria,21,LAA,2,5,-1,0,0,0,1,-1,-0.1,0,-1,-0.1,0.458,0.499,-0.1,0,-1,barrija01,JaimeÿBarria,JaimeÿBarria,JaimeÿBarria,jaimebarria
87,TylerÿBashlor,25,NYM,22,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,bashlty01,TylerÿBashlor,TylerÿBashlor,TylerÿBashlor,tylerbashlor
88,AnthonyÿBass,30,CHC,16,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,bassan01,AnthonyÿBass,AnthonyÿBass,AnthonyÿBass,anthonybass
90,TrevorÿBauer,27,CLE,1,3,-1,0,0,0,0,0,0,0,0,0,0.47,0.5,0,0,0,bauertr01,TrevorÿBauer,TrevorÿBauer,TrevorÿBauer,trevorbauer
91,JakeÿBauers*,22,TBR,96,388,-3,-1,2,-2,-6,-10,-0.8,14,4,0.5,0.49,0.494,0.6,-0.7,6,bauerja01,JakeÿBauers*,JakeÿBauers,JakeÿBauers,jakebauers
92,BuddyÿBaumann*,30,2TM,4,1,0,0,0,0,0,0,0,0,0,0,0.497,0.5,0,0,0,baumabu01,BuddyÿBaumann*,BuddyÿBaumann,BuddyÿBaumann,buddybaumann
93,GersonÿBautista,23,NYM,5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,bautige01,GersonÿBautista,GersonÿBautista,GersonÿBautista,gersonbautista
94,Jos‚ÿBautista,37,3TM,122,399,7,-1,0,-2,-3,2,0,13,15,1.3,0.501,0.502,1.6,-0.6,17,bautijo02,JoseÿBautista,JoseÿBautista,JoseÿBautista,josebautista
95,RafaelÿBautista,25,WSN,9,6,-2,0,0,0,0,-2,-0.2,0,-2,-0.2,0.476,0.499,-0.2,0,-2,bautira01,RafaelÿBautista,RafaelÿBautista,RafaelÿBautista,rafaelbautista
96,ChrisÿBeck,27,2TM,10,2,-1,0,0,0,0,0,0,0,0,0,0.498,0.5,0,0,0,beckch02,ChrisÿBeck,ChrisÿBeck,ChrisÿBeck,chrisbeck
97,GordonÿBeckham,31,SEA,22,50,-4,1,0,6,0,3,0.4,2,5,0.5,0.516,0.502,-0.1,0.7,-1,beckhgo01,GordonÿBeckham,GordonÿBeckham,GordonÿBeckham,gordonbeckham
98,TimÿBeckham,28,BAL,96,402,-9,1,0,-6,3,-11,-1,14,3,0.4,0.488,0.493,0.9,-0.2,9,beckhti01,TimÿBeckham,TimÿBeckham,TimÿBeckham,timbeckham
99,CamÿBedrosian,26,LAA,4,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,bedroca01,CamÿBedrosian,CamÿBedrosian,CamÿBedrosian,cambedrosian
100,TylerÿBeede,25,SFG,2,2,-1,0,0,0,0,0,0,0,0,0,0.489,0.5,0,0,0,beedety01,TylerÿBeede,TylerÿBeede,TylerÿBeede,tylerbeede
101,JalenÿBeeks*,24,2TM,1,2,-1,0,0,0,0,0,0,0,0,0,0.476,0.5,0,0,0,beeksja02,JalenÿBeeks*,JalenÿBeeks,JalenÿBeeks,jalenbeeks
102,MattÿBelisle,38,2TM,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,belisma01,MattÿBelisle,MattÿBelisle,MattÿBelisle,mattbelisle
105,JoshÿBell#,25,PIT,148,583,8,-2,0,-8,-7,-8,-1.2,19,11,0.7,0.494,0.494,1.7,-1.8,19,belljo02,JoshÿBell#,JoshÿBell,JoshÿBell,joshbell
106,CodyÿBellinger*,22,LAD,162,632,16,2,1,8,-5,22,2.1,21,43,4.2,0.515,0.515,3.5,0.2,35,bellico01,CodyÿBellinger*,CodyÿBellinger,CodyÿBellinger,codybellinger
107,BrandonÿBelt*,30,SFG,112,456,6,1,0,10,-6,11,1,15,26,2.5,0.511,0.508,1.5,0.3,16,beltbr01,BrandonÿBelt*,BrandonÿBelt,BrandonÿBelt,brandonbelt
108,AdrianÿBeltr‚,39,TEX,119,481,-1,0,-2,2,-3,-3,-0.1,17,14,1.5,0.497,0.498,1.2,0.1,12,beltrad01,AdrianÿBeltre,AdrianÿBeltre,AdrianÿBeltre,adrianbeltre
109,AndrewÿBenintendi*,23,BOS,148,661,18,3,1,6,-4,24,2.7,23,46,4.8,0.516,0.515,4.1,0.4,40,beninan01,AndrewÿBenintendi*,AndrewÿBenintendi,AndrewÿBenintendi,andrewbenintendi
110,ChristianÿBergman,30,SEA,1,2,0,0,0,0,0,1,0.1,0,1,0.1,0.551,0.5,0.1,0,1,bergmch01,ChristianÿBergman,ChristianÿBergman,ChristianÿBergman,christianbergman
111,Jos‚ÿBerr¡os,24,MIN,2,4,-1,0,0,0,1,-1,-0.1,0,-1,-0.1,0.476,0.5,-0.1,0,-1,berrijo01,JoseÿBerrios,JoseÿBerrios,JoseÿBerrios,joseberrios
112,JonÿBerti,28,TOR,4,15,0,0,0,-1,0,-1,-0.1,1,0,0,0.48,0.5,0.1,-0.1,1,bertijo01,JonÿBerti,JonÿBerti,JonÿBerti,jonberti
113,DellinÿBetances,30,NYY,5,1,0,0,0,0,0,0,0,0,0,0,0.498,0.5,0,0,0,betande01,DellinÿBetances,DellinÿBetances,DellinÿBetances,dellinbetances
114,ChadÿBettis,29,COL,26,39,-7,0,0,0,6,-2,-0.2,0,-2,-0.2,0.493,0.499,-0.2,0,-2,bettich01,ChadÿBettis,ChadÿBettis,ChadÿBettis,chadbettis
115,MookieÿBetts,25,BOS,136,614,65,6,0,18,-5,85,8.7,21,106,10.7,0.562,0.552,8.7,1.6,88,bettsmo01,MookieÿBetts,MookieÿBetts,MookieÿBetts,mookiebetts
116,JoeÿBiagini,28,TOR,3,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,biagijo01,JoeÿBiagini,JoeÿBiagini,JoeÿBiagini,joebiagini
118,JesseÿBiddle*,26,ATL,56,2,0,0,0,0,0,1,0.1,0,1,0.1,0.501,0.5,0.1,-0.1,1,biddlje01,JesseÿBiddle*,JesseÿBiddle,JesseÿBiddle,jessebiddle
119,ShaneÿBieber,23,CLE,2,5,0,0,0,0,1,1,0.1,0,1,0.1,0.554,0.501,0.1,0,1,biebesh01,ShaneÿBieber,ShaneÿBieber,ShaneÿBieber,shanebieber
120,GregÿBird*,25,NYY,82,311,-9,0,1,2,-4,-11,-1,11,1,0.1,0.487,0.493,-0.2,-0.1,-1,birdgr01,GregÿBird*,GregÿBird,GregÿBird,gregbird
121,TyÿBlach,27,SFG,49,34,-7,0,0,0,5,-2,-0.3,0,-2,-0.2,0.495,0.499,-0.2,-0.1,-2,blachty01,TyÿBlach,TyÿBlach,TyÿBlach,tyblach
122,RayÿBlack,28,SFG,23,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,blackra01,RayÿBlack,RayÿBlack,RayÿBlack,rayblack
123,PaulÿBlackburn,24,OAK,1,2,-1,0,0,0,0,0,-0.1,0,0,-0.1,0.453,0.5,-0.1,0,0,blackpa01,PaulÿBlackburn,PaulÿBlackburn,PaulÿBlackburn,paulblackburn
124,CharlieÿBlackmon*,31,COL,156,696,14,1,0,-26,4,-7,-1.1,21,14,1,0.495,0.495,3.9,-2.5,40,blackch02,CharlieÿBlackmon*,CharlieÿBlackmon,CharlieÿBlackmon,charlieblackmon
125,Gr‚gorÿBlanco*,34,SFG,68,203,-10,0,0,-2,-1,-13,-1.5,7,-6,-0.8,0.48,0.492,-0.5,-0.4,-4,blancgr01,GregorÿBlanco*,GregorÿBlanco,GregorÿBlanco,gregorblanco
126,AlexÿBlandino,25,CIN,69,147,-5,0,-1,-1,1,-5,-0.6,5,0,-0.2,0.492,0.497,0,0,1,blandal01,AlexÿBlandino,AlexÿBlandino,AlexÿBlandino,alexblandino
127,JabariÿBlash,28,LAA,24,45,-6,-1,0,-2,-1,-10,-1,2,-8,-0.8,0.459,0.494,-0.6,-0.3,-6,blashja01,JabariÿBlash,JabariÿBlash,JabariÿBlash,jabariblash
128,JeremyÿBleich*,31,OAK,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,bleicje01,JeremyÿBleich*,JeremyÿBleich,JeremyÿBleich,jeremybleich
129,RichardÿBleier*,31,BAL,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,bleieri01,RichardÿBleier*,RichardÿBleier,RichardÿBleier,richardbleier
130,JerryÿBlevins*,34,NYM,60,2,0,0,0,0,0,1,0.1,0,1,0.1,0.501,0.5,0.1,-0.1,1,blevije01,JerryÿBlevins*,JerryÿBlevins,JerryÿBlevins,jerryblevins
131,XanderÿBogaerts,25,BOS,136,580,27,2,-2,-8,7,27,2.9,21,48,4.9,0.52,0.517,5.6,0.1,56,bogaexa01,XanderÿBogaerts,XanderÿBogaerts,XanderÿBogaerts,xanderbogaerts
132,JorgeÿBonifacio,25,KCR,69,270,-5,-1,1,-5,-3,-13,-1.3,10,-4,-0.3,0.48,0.492,0.1,-0.7,1,bonifjo01,JorgeÿBonifacio,JorgeÿBonifacio,JorgeÿBonifacio,jorgebonifacio
134,ChristopherÿBostick,25,2TM,15,18,-1,0,0,0,0,-1,-0.2,1,-1,-0.1,0.49,0.499,-0.1,0,-1,bostich01,ChristopherÿBostick,ChristopherÿBostick,ChristopherÿBostick,christopherbostick
135,DavidÿBote,25,CHC,74,210,-1,0,1,11,1,12,1.2,7,19,1.8,0.517,0.508,0.7,1.3,7,boteda01,DavidÿBote,DavidÿBote,DavidÿBote,davidbote
136,JustinÿBour*,30,2TM,141,501,2,-3,0,-4,-6,-11,-1.4,16,5,0.2,0.491,0.495,0.7,-1.2,9,bourju01,JustinÿBour*,JustinÿBour,JustinÿBour,justinbour
137,PeterÿBourjos,31,ATL,36,47,-2,0,0,1,0,-1,-0.1,2,1,0,0.497,0.499,-0.1,0,0,bourjpe01,PeterÿBourjos,PeterÿBourjos,PeterÿBourjos,peterbourjos
138,MattÿBowman,27,STL,21,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,bowmama01,MattÿBowman,MattÿBowman,MattÿBowman,mattbowman
139,BradÿBoxberger,30,ARI,58,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,-0.1,0,boxbebr01,BradÿBoxberger,BradÿBoxberger,BradÿBoxberger,bradboxberger
140,MatthewÿBoyd*,27,DET,2,2,-1,0,0,0,0,0,0,0,0,0,0.488,0.5,0,0,0,boydma01,MatthewÿBoyd*,MatthewÿBoyd,MatthewÿBoyd,matthewboyd
