Rk,Name,Age,Tm,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Name-additional,no_accent_names,clean_end,no_period,clean_name
497,LukeÿGregerson*,33,HOU,5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,gregelu01,LukeÿGregerson*,LukeÿGregerson,LukeÿGregerson,lukegregerson
498,DidiÿGregorius*,27,NYY,136,570,9,-1,1,8,7,24,2.5,20,45,4.5,0.518,0.515,3.6,1.6,37,gregodi01,DidiÿGregorius*,DidiÿGregorius,DidiÿGregorius,didigregorius
499,ZackÿGreinke,33,ARI,30,70,-7,-1,0,0,11,3,0.3,0,3,0.3,0.51,0.502,0.3,0,3,greinza01,ZackÿGreinke,ZackÿGreinke,ZackÿGreinke,zackgreinke
500,RandalÿGrichuk,25,STL,122,442,-6,1,0,2,-4,-7,-0.8,14,8,0.6,0.495,0.496,0.5,-0.3,6,grichra01,RandalÿGrichuk,RandalÿGrichuk,RandalÿGrichuk,randalgrichuk
501,A.J.ÿGriffin,29,TEX,3,6,-1,0,0,0,1,0,0,0,0,0,0.492,0.5,0,0,0,griffaj01,A.J.ÿGriffin,A.J.ÿGriffin,AJÿGriffin,ajgriffin
502,JasonÿGrilli,40,2TM,5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,grillja01,JasonÿGrilli,JasonÿGrilli,JasonÿGrilli,jasongrilli
503,JustinÿGrimm,28,CHC,48,3,-1,0,0,0,0,-1,-0.1,0,-1,-0.1,0.499,0.5,-0.1,0,-1,grimmju01,JustinÿGrimm,JustinÿGrimm,JustinÿGrimm,justingrimm
504,RobbieÿGrossman#,27,MIN,119,456,1,0,2,-1,-8,-7,-0.6,16,10,1,0.494,0.496,1.1,-0.8,10,grossro01,RobbieÿGrossman#,RobbieÿGrossman,RobbieÿGrossman,robbiegrossman
505,RobertÿGsellman,23,NYM,27,44,-4,-1,0,0,6,2,0.2,0,2,0.2,0.509,0.501,0.2,0,2,gsellro01,RobertÿGsellman,RobertÿGsellman,RobertÿGsellman,robertgsellman
507,DeolisÿGuerra,28,LAA,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,guerrde01,DeolisÿGuerra,DeolisÿGuerra,DeolisÿGuerra,deolisguerra
508,JavyÿGuerra,31,MIA,16,1,0,0,0,0,0,0,0,0,0,0,0.499,0.5,0,0,0,guerrja01,JavyÿGuerra,JavyÿGuerra,JavyÿGuerra,javyguerra
509,JuniorÿGuerra,32,MIL,20,21,-6,0,0,0,3,-3,-0.3,0,-3,-0.3,0.486,0.498,-0.3,0,-3,guerrju02,JuniorÿGuerra,JuniorÿGuerra,JuniorÿGuerra,juniorguerra
511,YuliÿGurriel,33,HOU,139,564,17,-1,0,-1,-7,8,0.8,20,28,2.8,0.505,0.505,2.9,-0.8,29,gourryu01,YuliÿGurriel,YuliÿGurriel,YuliÿGurriel,yuligurriel
513,JeremyÿGuthrie,38,WSN,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,guthrje01,JeremyÿGuthrie,JeremyÿGuthrie,JeremyÿGuthrie,jeremyguthrie
514,FranklinÿGuti‚rrez,34,LAD,35,63,-2,0,0,-1,0,-3,-0.3,2,-1,-0.1,0.491,0.498,0,-0.2,0,gutiefr01,FranklinÿGutierrez,FranklinÿGutierrez,FranklinÿGutierrez,franklingutierrez
515,BrandonÿGuyer,31,CLE,70,192,-6,-2,0,2,-3,-9,-0.9,7,-2,-0.2,0.487,0.495,-0.4,-0.1,-4,guyerbr01,BrandonÿGuyer,BrandonÿGuyer,BrandonÿGuyer,brandonguyer
516,JeddÿGyorko,28,STL,125,481,7,-2,-2,9,2,14,1.3,16,29,2.8,0.511,0.509,1.9,1,20,gyorkje01,JeddÿGyorko,JeddÿGyorko,JeddÿGyorko,jeddgyorko
517,JoshÿHader*,23,MIL,32,4,-1,0,0,0,1,-1,-0.1,0,-1,-0.1,0.498,0.5,-0.1,0,-1,haderjo01,JoshÿHader*,JoshÿHader,JoshÿHader,joshhader
519,JustinÿHaley*,26,MIN,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,haleyju01,JustinÿHaley*,JustinÿHaley,JustinÿHaley,justinhaley
520,ColeÿHamels*,33,TEX,1,3,-1,0,0,0,0,0,0,0,0,0,0.459,0.5,0,0,0,hamelco01,ColeÿHamels*,ColeÿHamels,ColeÿHamels,colehamels
521,BillyÿHamilton,26,CIN,139,633,-29,7,2,13,3,-4,-0.5,19,15,1.3,0.497,0.498,0,1.6,2,hamilbi02,BillyÿHamilton,BillyÿHamilton,BillyÿHamilton,billyhamilton
522,JasonÿHammel,34,KCR,3,9,-3,0,0,0,1,-1,-0.1,0,-1,-0.1,0.453,0.499,-0.1,0,-1,hammeja01,JasonÿHammel,JasonÿHammel,JasonÿHammel,jasonhammel
523,BradÿHand*,27,SDP,66,2,1,0,0,0,0,1,0.1,0,1,0.1,0.502,0.501,0.1,0,1,handbr01,BradÿHand*,BradÿHand,BradÿHand,bradhand
524,RyanÿHanigan,36,COL,33,112,-6,0,0,1,2,-4,-0.5,4,-1,-0.1,0.487,0.497,-0.2,0.3,-1,hanigry01,RyanÿHanigan,RyanÿHanigan,RyanÿHanigan,ryanhanigan
525,MitchÿHaniger,26,SEA,96,410,15,-1,-1,7,-4,16,1.7,15,31,3.1,0.517,0.51,2.4,0.4,24,hanigmi01,MitchÿHaniger,MitchÿHaniger,MitchÿHaniger,mitchhaniger
526,JacobÿHannemann*,26,SEA,11,20,-2,-1,0,-1,0,-4,-0.5,1,-4,-0.4,0.459,0.497,-0.3,-0.1,-3,hanneja01,JacobÿHannemann*,JacobÿHannemann,JacobÿHannemann,jacobhannemann
527,AlenÿHanson#,24,2TM,106,234,-12,2,0,-2,-1,-13,-1.3,8,-5,-0.5,0.488,0.496,-0.3,-0.3,-3,hansoal01,AlenÿHanson#,AlenÿHanson,AlenÿHanson,alenhanson
528,IanÿHapp#,22,CHC,115,413,7,0,-2,-2,1,3,0.2,13,17,1.5,0.503,0.502,1.8,-0.2,19,happia01,IanÿHapp#,IanÿHapp,IanÿHapp,ianhapp
529,J.A.ÿHapp*,34,TOR,1,2,-1,0,0,0,0,0,0,0,0,0,0.473,0.5,0,0,0,happja01,J.A.ÿHapp*,J.A.ÿHapp,JAÿHapp,jahapp
530,BlaineÿHardy*,30,DET,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,hardybl01,BlaineÿHardy*,BlaineÿHardy,BlaineÿHardy,blainehardy
531,J.J.ÿHardy,34,BAL,73,268,-17,0,0,4,4,-10,-1,10,0,-0.1,0.486,0.494,-0.5,0.8,-4,hardyjj01,J.J.ÿHardy,J.J.ÿHardy,JJÿHardy,jjhardy
532,BryceÿHarper*,24,WSN,111,492,33,1,-2,6,-4,35,3.4,15,50,4.8,0.531,0.521,4.2,0.2,44,harpebr03,BryceÿHarper*,BryceÿHarper,BryceÿHarper,bryceharper
534,WillÿHarris,32,HOU,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,harriwi10,WillÿHarris,WillÿHarris,WillÿHarris,willharris
535,JoshÿHarrison,29,PIT,128,542,6,1,0,10,3,20,1.9,17,38,3.6,0.516,0.513,2.6,1.3,28,harrijo05,JoshÿHarrison,JoshÿHarrison,JoshÿHarrison,joshharrison
536,DonnieÿHart*,26,BAL,4,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,hartdo01,DonnieÿHart*,DonnieÿHart,DonnieÿHart,donniehart
537,MattÿHarvey,28,NYM,18,36,-8,0,0,0,6,-2,-0.3,0,-2,-0.3,0.487,0.499,-0.3,0,-2,harvema01,MattÿHarvey,MattÿHarvey,MattÿHarvey,mattharvey
538,ChrisÿHatcher#,32,2TM,25,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,hatchch02,ChrisÿHatcher#,ChrisÿHatcher,ChrisÿHatcher,chrishatcher
540,AustinÿHays,21,BAL,20,63,-4,0,0,-2,0,-7,-0.7,2,-4,-0.5,0.466,0.496,-0.3,-0.2,-2,haysau01,AustinÿHays,AustinÿHays,AustinÿHays,austinhays
541,JeremyÿHazelbaker*,29,ARI,41,61,5,1,0,2,-1,7,0.7,2,9,0.9,0.517,0.504,0.7,0.1,7,hazelje01,JeremyÿHazelbaker*,JeremyÿHazelbaker,JeremyÿHazelbaker,jeremyhazelbaker
542,ChaseÿHeadley#,33,NYY,147,586,6,2,-1,-6,-2,-2,-0.1,21,19,2,0.499,0.499,2.6,-0.7,25,headlch01,ChaseÿHeadley#,ChaseÿHeadley,ChaseÿHeadley,chaseheadley
543,RyonÿHealy,25,OAK,149,605,5,-3,-3,-5,-9,-15,-1.4,22,7,0.7,0.49,0.491,1.2,-1.3,12,healyry01,RyonÿHealy,RyonÿHealy,RyonÿHealy,ryonhealy
545,AdeinyÿHechavarr¡a,28,2TM,97,348,-7,0,0,-6,5,-8,-0.8,12,4,0.4,0.492,0.496,1,-0.1,10,hechaad01,AdeinyÿHechavarria,AdeinyÿHechavarria,AdeinyÿHechavarria,adeinyhechavarria
546,AustinÿHedges,24,SDP,120,417,-17,0,-1,8,7,-3,-0.4,14,11,0.9,0.498,0.498,0.1,1.5,3,hedgeau01,AustinÿHedges,AustinÿHedges,AustinÿHedges,austinhedges
547,ChrisÿHeisey,32,WSN,38,79,-9,0,0,1,-1,-8,-0.8,3,-5,-0.6,0.478,0.495,-0.7,0,-6,heisech01,ChrisÿHeisey,ChrisÿHeisey,ChrisÿHeisey,chrisheisey
549,JeremyÿHellickson,30,2TM,20,39,-6,0,0,0,6,0,0,0,0,0,0.501,0.5,0,0,0,hellije01,JeremyÿHellickson,JeremyÿHellickson,JeremyÿHellickson,jeremyhellickson
550,HeathÿHembree,28,BOS,4,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,hembrhe01,HeathÿHembree,HeathÿHembree,HeathÿHembree,heathhembree
551,KyleÿHendricks,27,CHC,24,51,-11,0,0,0,8,-3,-0.3,0,-3,-0.3,0.489,0.498,-0.3,0,-3,hendrky01,KyleÿHendricks,KyleÿHendricks,KyleÿHendricks,kylehendricks
552,LiamÿHendriks,28,OAK,4,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,hendrli01,LiamÿHendriks,LiamÿHendriks,LiamÿHendriks,liamhendriks
553,GuillermoÿHeredia,26,SEA,123,426,-8,-1,1,7,-1,-2,-0.2,15,13,1.3,0.498,0.499,0.6,0.7,6,heredgu01,GuillermoÿHeredia,GuillermoÿHeredia,GuillermoÿHeredia,guillermoheredia
554,ArielÿHern ndez,25,CIN,17,2,-1,0,0,0,0,0,0,0,0,0,0.498,0.5,0,0,0,hernaar01,ArielÿHernandez,ArielÿHernandez,ArielÿHernandez,arielhernandez
555,C‚sarÿHern ndez#,27,PHI,128,577,12,0,-1,-2,4,13,1.2,17,30,2.8,0.51,0.508,3.1,0.1,32,hernace02,CesarÿHernandez#,CesarÿHernandez,CesarÿHernandez,cesarhernandez
556,DavidÿHernandez,32,2TM,25,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,hernada01,DavidÿHernandez,DavidÿHernandez,DavidÿHernandez,davidhernandez
557,EnriqueÿHern ndez,25,LAD,140,342,-5,2,0,5,0,2,0.1,11,13,1.2,0.502,0.501,0.7,0.5,8,hernaen02,EnriqueÿHernandez,EnriqueÿHernandez,EnriqueÿHernandez,enriquehernandez
559,GorkysÿHern ndez,29,SFG,128,348,-11,1,-1,-4,-2,-17,-1.8,11,-6,-0.7,0.487,0.489,-0.3,-0.7,-1,hernago01,GorkysÿHernandez,GorkysÿHernandez,GorkysÿHernandez,gorkyshernandez
560,MarcoÿHern ndez*,24,BOS,21,60,-3,-1,1,2,1,-1,-0.1,2,2,0.2,0.497,0.5,-0.1,0.3,0,hernama02,MarcoÿHernandez*,MarcoÿHernandez,MarcoÿHernandez,marcohernandez
561,TeoscarÿHern ndez,24,2TM,27,95,4,0,0,0,-1,3,0.3,3,7,0.7,0.512,0.502,0.7,-0.1,7,hernate01,TeoscarÿHernandez,TeoscarÿHernandez,TeoscarÿHernandez,teoscarhernandez
562,KelvinÿHerrera,27,KCR,6,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,herreke01,KelvinÿHerrera,KelvinÿHerrera,KelvinÿHerrera,kelvinherrera
563,Od£belÿHerrera*,25,PHI,138,563,0,-2,-1,9,3,10,0.9,18,28,2.7,0.507,0.506,1.8,1.2,19,herreod01,OdubelÿHerrera*,OdubelÿHerrera,OdubelÿHerrera,odubelherrera
565,ChrisÿHerrmann*,29,ARI,106,256,-15,2,0,-4,2,-16,-1.6,8,-7,-0.8,0.485,0.49,-0.4,-0.3,-3,herrmch01,ChrisÿHerrmann*,ChrisÿHerrmann,ChrisÿHerrmann,chrisherrmann
566,ChrisÿHeston,29,2TM,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,hestoch01,ChrisÿHeston,ChrisÿHeston,ChrisÿHeston,chrisheston
567,JasonÿHeyward*,27,CHC,126,481,-8,-1,3,18,-4,8,0.7,16,23,2.2,0.506,0.505,0.4,1.4,5,heywaja01,JasonÿHeyward*,JasonÿHeyward,JasonÿHeyward,jasonheyward
568,AaronÿHicks#,27,NYY,88,361,8,2,0,15,0,26,2.6,13,39,3.9,0.529,0.516,2.4,1.6,24,hicksaa01,AaronÿHicks#,AaronÿHicks,AaronÿHicks,aaronhicks
569,JohnÿHicks,27,DET,60,190,0,0,1,-1,-1,-2,-0.2,7,5,0.4,0.496,0.499,0.5,-0.2,6,hicksjo02,JohnÿHicks,JohnÿHicks,JohnÿHicks,johnhicks
570,KyleÿHigashioka,27,NYY,9,20,-3,0,0,0,0,-2,-0.3,1,-2,-0.2,0.473,0.498,-0.2,0,-2,higasky01,KyleÿHigashioka,KyleÿHigashioka,KyleÿHigashioka,kylehigashioka
571,TrevorÿHildenberger,26,MIN,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,hildetr01,TrevorÿHildenberger,TrevorÿHildenberger,TrevorÿHildenberger,trevorhildenberger
572,AaronÿHill,35,SFG,34,80,-7,0,0,-3,0,-10,-1,3,-7,-0.7,0.472,0.494,-0.4,-0.3,-4,hillaa01,AaronÿHill,AaronÿHill,AaronÿHill,aaronhill
573,RichÿHill*,37,LAD,23,49,-8,-1,0,0,8,-1,-0.2,0,-1,-0.2,0.494,0.499,-0.2,0,-1,hillri01,RichÿHill*,RichÿHill,RichÿHill,richhill
574,JeffÿHoffman,24,COL,23,36,-7,0,0,0,6,-2,-0.2,0,-2,-0.2,0.49,0.499,-0.2,0,-2,hoffmje02,JeffÿHoffman,JeffÿHoffman,JeffÿHoffman,jeffhoffman
575,BryanÿHoladay,29,DET,13,29,-2,0,0,-2,0,-4,-0.4,1,-3,-0.3,0.469,0.498,-0.1,-0.1,-1,holadbr01,BryanÿHoladay,BryanÿHoladay,BryanÿHoladay,bryanholaday
576,JonathanÿHolder,24,NYY,4,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,holdejo02,JonathanÿHolder,JonathanÿHolder,JonathanÿHolder,jonathanholder
577,DerekÿHolland#,30,CHW,1,1,0,0,0,0,0,1,0.1,0,1,0.1,0.562,0.5,0.1,0,1,hollade01,DerekÿHolland#,DerekÿHolland,DerekÿHolland,derekholland
578,GregÿHolland,31,COL,55,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,hollagr01,GregÿHolland,GregÿHolland,GregÿHolland,gregholland
579,MattÿHolliday,37,NYY,105,427,-2,-2,-2,-2,-9,-16,-1.6,15,-1,-0.1,0.484,0.49,0.1,-1,1,hollima01,MattÿHolliday,MattÿHolliday,MattÿHolliday,mattholliday
580,DavidÿHolmberg,25,CHW,5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,holmbda01,DavidÿHolmberg,DavidÿHolmberg,DavidÿHolmberg,davidholmberg
581,BrockÿHolt*,29,BOS,64,164,-9,-1,0,3,0,-7,-0.7,6,-2,-0.2,0.488,0.495,-0.5,0.3,-5,holtbr01,BrockÿHolt*,BrockÿHolt,BrockÿHolt,brockholt
582,J.J.ÿHoover,29,ARI,49,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,hoovejj01,J.J.ÿHoover,J.J.ÿHoover,JJÿHoover,jjhoover
583,RhysÿHoskins,24,PHI,50,212,17,0,1,1,-3,16,1.5,7,22,2.2,0.531,0.51,2.1,-0.2,21,hoskirh01,RhysÿHoskins,RhysÿHoskins,RhysÿHoskins,rhyshoskins
584,EricÿHosmer*,27,KCR,162,671,32,1,1,-5,-9,19,2,24,43,4.3,0.512,0.512,4.8,-1.3,48,hosmeer01,EricÿHosmer*,EricÿHosmer,EricÿHosmer,erichosmer
586,J.P.ÿHowell*,34,TOR,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,howeljp01,J.P.ÿHowell*,J.P.ÿHowell,JPÿHowell,jphowell
587,JaredÿHoying*,28,TEX,36,77,-6,1,0,-3,0,-8,-0.8,3,-5,-0.5,0.478,0.495,-0.2,-0.3,-2,hoyinja01,JaredÿHoying*,JaredÿHoying,JaredÿHoying,jaredhoying
588,JamesÿHoyt,30,HOU,3,1,0,0,0,0,0,0,0,0,0,0,0.496,0.5,0,0,0,hoytja01,JamesÿHoyt,JamesÿHoyt,JamesÿHoyt,jameshoyt
590,DanielÿHudson,30,PIT,65,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,hudsoda01,DanielÿHudson,DanielÿHudson,DanielÿHudson,danielhudson
591,ChadÿHuffman,32,STL,12,15,0,0,0,0,0,0,0,0,0,0,0.499,0.5,0,0,0,huffmch01,ChadÿHuffman,ChadÿHuffman,ChadÿHuffman,chadhuffman
592,JaredÿHughes,31,MIL,63,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,hugheja02,JaredÿHughes,JaredÿHughes,JaredÿHughes,jaredhughes
594,NickÿHundley,33,SFG,101,303,-7,-2,0,-1,5,-5,-0.5,10,5,0.4,0.495,0.497,0.6,0.3,6,hundlni01,NickÿHundley,NickÿHundley,NickÿHundley,nickhundley
595,TommyÿHunter,30,TBR,5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,hunteto02,TommyÿHunter,TommyÿHunter,TommyÿHunter,tommyhunter
596,JasonÿHursh,25,ATL,9,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,hurshja01,JasonÿHursh,JasonÿHursh,JasonÿHursh,jasonhursh
597,Jae-gyunÿHwang,29,SFG,18,57,-6,0,0,1,0,-4,-0.4,2,-2,-0.3,0.477,0.497,-0.4,0.1,-3,hwangja01,Jae-gyunÿHwang,Jae-gyunÿHwang,Jae-gyunÿHwang,jae-gyunhwang
598,ChrisÿIannetta,34,ARI,89,316,7,-1,0,-2,5,9,0.8,10,19,1.8,0.51,0.505,2,0.2,21,iannech01,ChrisÿIannetta,ChrisÿIannetta,ChrisÿIannetta,chrisiannetta
599,JoseÿIglesias,27,DET,130,489,-18,2,3,-5,7,-12,-1.1,18,6,0.6,0.491,0.493,1.1,0.2,11,iglesjo01,JoseÿIglesias,JoseÿIglesias,JoseÿIglesias,joseiglesias
600,RaiselÿIglesias,27,CIN,60,1,1,0,0,0,0,1,0.1,0,1,0.1,0.502,0.501,0.1,0,1,iglesra01,RaiselÿIglesias,RaiselÿIglesias,RaiselÿIglesias,raiseliglesias
601,EnderÿInciarte*,26,ATL,157,718,-3,4,0,4,4,8,0.7,21,30,2.7,0.505,0.505,2.4,0.7,26,inciaen01,EnderÿInciarte*,EnderÿInciarte,EnderÿInciarte,enderinciarte
602,GregoryÿInfante,29,CHW,4,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,infangr01,GregoryÿInfante,GregoryÿInfante,GregoryÿInfante,gregoryinfante
604,AustinÿJackson,30,CLE,85,318,11,1,-2,-2,-1,7,0.8,11,19,1.9,0.509,0.505,2.1,-0.3,21,jacksau01,AustinÿJackson,AustinÿJackson,AustinÿJackson,austinjackson
605,EdwinÿJackson,33,2TM,17,21,-5,0,0,0,2,-3,-0.3,0,-2,-0.2,0.485,0.498,-0.2,0,-2,jacksed01,EdwinÿJackson,EdwinÿJackson,EdwinÿJackson,edwinjackson
606,LukeÿJackson,25,ATL,41,3,-1,0,0,0,0,0,0,0,0,0,0.499,0.5,0,0,0,jackslu01,LukeÿJackson,LukeÿJackson,LukeÿJackson,lukejackson
607,PaulÿJanish,34,BAL,14,28,-5,0,0,-2,0,-6,-0.6,1,-5,-0.6,0.454,0.496,-0.4,-0.1,-3,janispa01,PaulÿJanish,PaulÿJanish,PaulÿJanish,pauljanish
609,TravisÿJankowski*,26,SDP,27,87,-7,1,1,2,-1,-4,-0.4,3,-1,-0.2,0.485,0.497,-0.4,0.1,-3,jankotr01,TravisÿJankowski*,TravisÿJankowski,TravisÿJankowski,travisjankowski
610,KenleyÿJansen#,29,LAD,59,4,1,0,0,0,1,1,0.1,0,1,0.1,0.502,0.501,0.1,0,1,janseke01,KenleyÿJansen#,KenleyÿJansen,KenleyÿJansen,kenleyjansen
611,JohnÿJaso*,33,PIT,126,302,-1,-1,0,-5,-4,-11,-1.2,10,-1,-0.2,0.491,0.493,0.3,-1,4,jasojo01,JohnÿJaso*,JohnÿJaso,JohnÿJaso,johnjaso
612,JonÿJay*,32,CHC,141,433,1,3,-1,-3,-2,-2,-0.3,14,12,1,0.498,0.499,1.4,-0.6,15,jayjo02,JonÿJay*,JonÿJay,JonÿJay,jonjay
614,JeremyÿJeffress,29,2TM,21,2,-1,0,0,0,0,0,0,0,0,0,0.499,0.5,0,0,0,jeffrje01,JeremyÿJeffress,JeremyÿJeffress,JeremyÿJeffress,jeremyjeffress
615,DanÿJennings*,30,2TM,6,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,jennida01,DanÿJennings*,DanÿJennings,DanÿJennings,danjennings
616,A.J.ÿJim‚nez,27,TEX,7,13,-3,0,0,0,0,-3,-0.3,0,-3,-0.3,0.457,0.498,-0.3,0,-2,jimenaj01,A.J.ÿJimenez,A.J.ÿJimenez,AJÿJimenez,ajjimenez
618,UbaldoÿJim‚nez,33,BAL,3,5,-1,0,0,0,1,0,0,0,0,0,0.505,0.5,0,0,0,jimenub01,UbaldoÿJimenez,UbaldoÿJimenez,UbaldoÿJimenez,ubaldojimenez
619,BrianÿJohnson*,26,BOS,1,2,-1,0,0,0,0,0,0,0,0,0,0.472,0.5,0,0,0,johnsbr02,BrianÿJohnson*,BrianÿJohnson,BrianÿJohnson,brianjohnson
620,JimÿJohnson,34,ATL,56,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,johnsji04,JimÿJohnson,JimÿJohnson,JimÿJohnson,jimjohnson
621,MicahÿJohnson*,26,ATL,18,11,-2,0,0,0,0,-2,-0.2,0,-1,-0.1,0.49,0.499,-0.1,0,-1,johnsmi04,MicahÿJohnson*,MicahÿJohnson,MicahÿJohnson,micahjohnson
622,PierceÿJohnson,26,CHC,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,johnspi01,PierceÿJohnson,PierceÿJohnson,PierceÿJohnson,piercejohnson
623,AdamÿJones,31,BAL,147,635,12,2,-2,-13,4,3,0.4,22,26,2.6,0.502,0.502,3.8,-0.9,38,jonesad01,AdamÿJones,AdamÿJones,AdamÿJones,adamjones
624,JaCobyÿJones,25,DET,56,154,-13,1,1,2,1,-9,-0.9,6,-3,-0.3,0.484,0.495,-0.5,0.3,-5,jonesja07,JaCobyÿJones,JaCobyÿJones,JaCobyÿJones,jacobyjones
626,RyderÿJones*,23,SFG,53,164,-15,0,-1,-2,-1,-19,-2,5,-14,-1.5,0.463,0.488,-1.3,-0.4,-12,jonesry01,RyderÿJones*,RyderÿJones,RyderÿJones,ryderjones
628,CalebÿJoseph,31,BAL,89,266,-5,1,-1,7,5,7,0.7,10,16,1.6,0.508,0.504,0.9,1.2,9,josepca01,CalebÿJoseph,CalebÿJoseph,CalebÿJoseph,calebjoseph
629,TommyÿJoseph,25,PHI,142,533,-8,-1,-3,-7,-7,-26,-2.8,17,-9,-1.1,0.481,0.484,-0.4,-1.5,-2,josepto01,TommyÿJoseph,TommyÿJoseph,TommyÿJoseph,tommyjoseph
630,MattÿJoyce*,32,OAK,141,544,9,1,1,-4,-6,1,0.1,19,20,2,0.5,0.5,2.4,-0.9,24,joycema01,MattÿJoyce*,MattÿJoyce,MattÿJoyce,mattjoyce
631,AaronÿJudge,25,NYY,155,678,58,-1,-1,8,-6,57,5.7,24,81,8,0.536,0.535,7.2,0.2,73,judgeaa01,AaronÿJudge,AaronÿJudge,AaronÿJudge,aaronjudge
632,TaylorÿJungmann,27,MIL,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,jungmta01,TaylorÿJungmann,TaylorÿJungmann,TaylorÿJungmann,taylorjungmann
633,JakobÿJunis,24,KCR,1,3,-1,0,0,0,0,0,0,0,0,0,0.462,0.5,0,0,0,junisja01,JakobÿJunis,JakobÿJunis,JakobÿJunis,jakobjunis
634,TommyÿKahnle,27,2TM,5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,kahnlto01,TommyÿKahnle,TommyÿKahnle,TommyÿKahnle,tommykahnle
636,KeoneÿKela,24,TEX,3,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,kelake01,KeoneÿKela,KeoneÿKela,KeoneÿKela,keonekela
637,ShawnÿKelley,33,WSN,31,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,kellesh01,ShawnÿKelley,ShawnÿKelley,ShawnÿKelley,shawnkelley
638,CarsonÿKelly,22,STL,34,75,-8,0,0,1,1,-6,-0.7,2,-4,-0.4,0.481,0.496,-0.5,0.2,-5,kellyca02,CarsonÿKelly,CarsonÿKelly,CarsonÿKelly,carsonkelly
639,JoeÿKelly,29,BOS,5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,kellyjo05,JoeÿKelly,JoeÿKelly,JoeÿKelly,joekelly
640,TyÿKelly#,28,2TM,70,105,-4,1,1,1,0,-2,-0.2,3,2,0.2,0.497,0.499,0.1,0.1,1,kellyty01,TyÿKelly#,TyÿKelly,TyÿKelly,tykelly
641,MattÿKemp,32,ATL,115,467,1,-3,-4,-16,-4,-26,-2.8,15,-11,-1.3,0.477,0.484,0.3,-2.1,5,kempma01,MattÿKemp,MattÿKemp,MattÿKemp,mattkemp
642,TonyÿKemp*,25,HOU,17,39,-3,0,0,2,0,-1,-0.1,1,0,0,0.492,0.499,-0.2,0.2,-2,kempto01,TonyÿKemp*,TonyÿKemp,TonyÿKemp,tonykemp
643,HowieÿKendrick,33,2TM,91,334,9,0,0,-3,-2,3,0.3,11,14,1.3,0.504,0.501,1.6,-0.6,17,kendrho01,HowieÿKendrick,HowieÿKendrick,HowieÿKendrick,howiekendrick
644,KyleÿKendrick,32,BOS,1,2,-1,0,0,0,0,0,0,0,0,0,0.472,0.5,0,0,0,kendrky01,KyleÿKendrick,KyleÿKendrick,KyleÿKendrick,kylekendrick
645,IanÿKennedy,32,KCR,2,4,0,0,0,0,1,1,0.1,0,1,0.1,0.54,0.5,0.1,0,1,kenneia01,IanÿKennedy,IanÿKennedy,IanÿKennedy,iankennedy
646,MaxÿKepler*,24,MIN,147,568,-4,1,2,5,-5,-1,0,20,19,1.9,0.499,0.499,1.4,0.1,14,keplema01,MaxÿKepler*,MaxÿKepler,MaxÿKepler,maxkepler
